EIN,OrgID,OverallRtg,Tax_Year,Charity Name,Category,Cause,Focus,Total_Assets,Total_Liabilities,Total_Net_Assets,Wkg_Capital,Total_Contributions,ProgSvcRev,Other_Revenue,Total_Revenue,Fundraising_Expenses,Administration_Expenses,Program_Expenses,Total_Expenses,
630288834,13341,3,2016,Girl Scouts of North-Central Alabama,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",9878992,190685,9688307,9688307,928058,135885,2860960,3924903,183626,315506,3224911,3724043,FALSE
590624454,12948,3,2016,Girl Scouts of West Central Florida,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",11082478,669272,10413206,10160985,1490889,543481,5281417,7315787,327752,997724,6174331,7499807,FALSE
951644585,12252,4,2015,Girl Scouts San Diego,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",26833960,1010838,25823122,25511540,2553027,1373931,8463897,12390855,509460,1210382,8405546,10125388,FALSE
131915124,5904,4,2016,Girls Inc.,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",25377207,3124383,22252824,10087644,8348408,652935,587057,9588400,856549,354951,7732888,8944388,FALSE
941558073,10128,4,2016,Girls Inc. of Alameda County,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",15139663,454234,14685429,14551429,4950656,334179,700471,5985306,604045,411620,4946887,5962552,FALSE
956006417,10602,4,2015,Girls Inc. of Greater Santa Barbara,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",10658835,2170612,8488223,6792623,1059970,1702022,143834,2905826,266618,462537,2239018,2968173,FALSE
620512078,9855,3,2016,Girls Inc. of Memphis,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",1353710,137177,1216533,1185693,1848609,80607,93486,2022702,170687,187411,1512717,1870815,FALSE
751305705,11018,4,2016,Girls Inc. of Metropolitan Dallas,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",2147717,85284,2062433,2062433,1896931,0,0,1896931,185605,288617,1869397,2343619,FALSE
134028433,8938,4,2016,Girls Inc. of New York City,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",359267,70234,289033,289033,2527036,36850,5338,2569224,163278,264138,2389366,2816782,FALSE
951810150,16579,3,2015,Girls Inc. of Orange County,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",1682864,863807,819057,819057,2636874,278210,9682,2924766,479915,139422,2481263,3100600,FALSE
237363275,10380,3,2016,Girls Inc. of Sarasota County,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",2951742,79901,2871841,2736843,1163300,176006,272229,1611535,126681,204070,1027008,1357759,FALSE
042123666,15561,4,2016,Girls Inc. of Worcester,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",11061111,240380,10820731,9756071,1409277,316053,236810,1962140,151533,213841,1059576,1424950,FALSE
562201835,13917,3,2016,Girls on the Run,Human Services,"Youth Development, Shelter, and Crisis Services","Clubs, Centers, & Development Programs",4569961,2084145,2485816,2485816,1640928,1852746,586546,4080220,423233,679327,2848344,3950904,FALSE
611493378,17415,4,2016,Give an Hour,Human Services,Social Services,"Veterans, Military, and Families",1443717,116103,1327614,1327614,1427281,0,-61497,1365784,71563,129051,1988657,2189271,FALSE
592654440,3753,4,2015,Give Kids The World,Health,Patient and Family Support,Wish Programs,105935928,1435738,104500190,104500190,39086657,7397814,3131140,49615611,2536323,854828,44815256,48206407,FALSE
042660498,8248,3,2016,GLBTQ Legal Advocates & Defenders (GLAD),Human and Civil Rights,Advocacy and Education,"Advocates for Gay, Lesbian, and Transgender Rights",2216112,277267,1938845,1938845,2857520,298402,53484,3209406,453517,352724,2434942,3241183,FALSE
841471157,6392,2,2015,Global Action,Religion,Religious Activities,Christian - International,133172,296619,-163447,-163447,720636,0,-4197,716439,54724,75501,359879,490104,FALSE
943364364,11426,4,2015,Global AIDS Interfaith Alliance,International,Development and Relief Services,Humanitarian Services,2013589,55953,1957636,1707636,3266541,0,-41155,3225386,317928,130618,2957560,3406106,FALSE
520846183,11674,3,2016,Global Communities,International,Development and Relief Services,Large International Relief and Development NGOs,194229717,74234866,119994851,119994851,115572185,39623668,1605029,156800882,1438153,20116892,131276868,152831913,FALSE
731672982,12358,3,2016,Global Footprint Network,Research and Public Policy,Non-Medical Science & Technology Research,Non-Medical Science & Technology Research,1366657,120285,1246372,1246372,1537878,379279,10104,1927261,263027,285745,1689138,2237910,FALSE
561834887,9134,3,2016,Global Fund for Children,International,Development and Relief Services,Economic and Agricultural Development,6957783,739928,6217855,6217855,7153777,0,113314,7267091,1133158,418095,4726787,6278040,FALSE
770155782,7340,3,2016,Global Fund for Women,International,"International Peace, Security, and Affairs",Human Rights,25746151,4903917,20842234,16427888,15169795,217480,608402,15995677,1935973,863250,10922084,13721307,FALSE
753088613,11819,3,2016,Global Hope Network International,International,Development and Relief Services,Humanitarian Services,866098,14347,851751,851751,2267780,0,1168,2268948,237489,269399,1608911,2115799,FALSE
133629485,10593,4,2016,Global Kids,Education,Youth Education Programs and Services,After-school Educational Programs & Services for Elementary and Secondary Students,2404696,495054,1909642,1909642,4415741,1357621,20719,5794081,223792,650836,4922742,5797370,FALSE
521629060,3757,3,2015,Global Links,International,Humanitarian Relief Supplies,Medical Supplies,7570003,1764322,5805681,5805681,4564122,0,157973,4722095,112653,166774,3958749,4238176,FALSE
942537375,6430,3,2016,Global Partners for Development,International,Development and Relief Services,Humanitarian Services,743736,17433,726303,709423,893016,0,-37296,855720,79304,56821,660052,796177,FALSE
363352680,5263,3,2015,Global Volunteers,International,Development and Relief Services,Economic and Agricultural Development,357249,133800,223449,223449,2472590,0,9555,2482145,167294,218628,2149784,2535706,FALSE
300108263,11648,4,2015,GlobalGiving,International,Development and Relief Services,Economic and Agricultural Development,17050758,1060751,15990007,15990007,43434911,1574249,130569,45139729,314889,1360060,43752354,45427303,FALSE
133492792,11673,3,2015,GOAL USA,International,Development and Relief Services,Humanitarian Services,13769061,12752119,1016942,1016942,1106543,0,-11245,1095298,26212,198597,685729,910538,FALSE
364149349,12883,3,2015,God's Littlest Angels,International,Development and Relief Services,Humanitarian Services,1889059,96851,1792208,1792208,1383098,330403,12668,1726169,30304,336471,1384608,1751383,FALSE
133366846,5942,4,2015,God's Love We Deliver,Human Services,Social Services,Food Services,49536762,8842395,40694367,40694367,22690678,1943873,-1977962,22656589,2052604,647732,10306032,13006368,FALSE
860597661,11101,3,2015,Goldwater Institute,Human and Civil Rights,Advocacy and Education,Government Watchdogs,5069202,1112453,3956749,3092394,4318258,46441,63537,4428236,796320,380196,4439698,5616214,FALSE
010687133,13253,3,2015,Golisano Children's Museum of Naples,"Arts, Culture, Humanities",Museums,Children's,20483699,237677,20246022,20096022,1360649,637709,-81985,1916373,114634,81112,2392965,2588711,FALSE
261887249,16414,4,2016,Good People Fund,Community Development,Jewish Federations,Jewish Federations,255521,0,255521,255521,1710276,0,284,1710560,37621,52165,1560264,1650050,FALSE
741117340,15385,4,2016,Good Samaritan Community Services,Human Services,Children's and Family Services,Family Care & Development,5549944,199050,5350894,4757178,4125821,27262,82610,4235693,437999,243122,3402829,4083950,FALSE
731559561,15492,1,2015,Good Samaritan Health Services,Health,Treatment and Prevention Services,General Health Clinics,394838,0,394838,394838,2252793,0,84654,2337447,143210,221571,2079176,2443957,FALSE
222986809,12843,4,2016,Good Shepherd Food Bank of Maine,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",8434772,1424442,7010330,6974155,46805987,1806377,232537,48844901,1251448,753108,45533012,47537568,FALSE
753138664,13162,4,2015,Good Sports,Human Services,Multipurpose Human Service Organizations,Athletics Organizations,2601829,187048,2414781,2414781,3343306,0,556456,3899762,580412,360129,4648327,5588868,FALSE
232513834,10403,3,2016,"Good Works, Inc.",Community Development,Housing and Neighborhood Development,Other Housing Development,995895,94373,901522,681519,1196702,53830,24405,1274937,152963,155306,951926,1260195,FALSE
311777082,10256,4,2015,GOOD+ Foundation,Human Services,Social Services,Other,3965601,61947,3903654,3903654,8229200,0,45663,8274863,261962,527180,6358363,7147505,FALSE
590866126,12363,3,2015,Goodwill Industries of South Florida,Human Services,Social Services,Services for the Disabled,69752862,39018967,30733895,30733895,51915568,22839035,51767443,126522046,18096,4592079,119180352,123790527,FALSE
221487207,8002,1,2016,Goodwill Rescue Mission,Human Services,Homeless Services,Rescue Missions,1003092,443987,559105,484105,2093563,23917,-6606,2110874,719162,290100,1196606,2205868,FALSE
951641441,3766,3,2015,Goodwill Southern California,Human Services,Social Services,Employment,75840699,48234602,27606097,25231790,75859594,126013497,1024598,202897689,1605361,10518683,201100364,213224408,FALSE
621584204,15884,4,2016,GraceWorks Ministries,Human Services,Social Services,Other,1538908,50681,1488227,930328,3203762,0,947493,4151255,80696,101640,3377025,3559361,FALSE
731502797,7723,3,2016,Grameen Foundation USA,International,Development and Relief Services,Economic and Agricultural Development,11183420,2205283,8978137,8978137,11399557,2468933,401561,14270051,242106,3904505,14114234,18260845,FALSE
381387136,9030,4,2015,Grand Rapids Art Museum,"Arts, Culture, Humanities",Museums,Art,70230664,10033551,60197113,60197113,4463443,138700,382706,4984849,527737,574756,5821334,6923827,FALSE
382877959,5301,4,2016,Grand Rapids Community Foundation,Community Development,Community Foundations,Community Foundations,304849832,7706699,297143133,292674919,10149121,0,12212094,22361215,1409095,2491022,15476238,19376355,FALSE
026006033,13693,3,2016,Granite United Way,Community Development,United Ways,United Ways,8256389,4214139,4042250,3941853,8100383,0,234423,8334806,755711,478347,7331858,8565916,FALSE
431957920,12156,4,2015,Grassroot Soccer,International,Development and Relief Services,Humanitarian Services,5608711,151989,5456722,5456722,5944423,759,-267032,5678150,541325,678335,5169328,6388988,FALSE
222403906,6793,4,2016,Great Swamp Watershed Association,Environment,Environmental Protection and Conservation,Other Water,1523590,33841,1489749,1424669,638544,140,27738,666422,78911,46570,495109,620590,FALSE
850359138,15419,3,2016,Greater Albuquerque Habitat for Humanity,Community Development,Housing and Neighborhood Development,Habitat for Humanity,6354489,1748517,4605972,4605972,1945493,595270,127676,2668439,143655,315539,1930840,2390034,FALSE
721065318,7719,4,2015,Greater Baton Rouge Food Bank,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",18083558,3292350,14791208,13886947,18913707,0,215180,19128887,940509,432148,16602450,17975107,FALSE
042103907,12437,4,2015,Greater Boston Legal Services,Human and Civil Rights,Advocacy and Education,Legal Services,19124940,2056936,17068004,12119578,13857849,320372,192574,14370795,716288,1090239,12390701,14197228,FALSE
362971864,3771,4,2016,Greater Chicago Food Depository,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",90890566,3372819,87517747,87479373,102688772,99504,3361366,106149642,3577691,4386774,88919490,96883955,FALSE
341292848,3523,4,2015,Greater Cleveland Food Bank,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",21724075,3769457,17954618,17921818,75777764,5300472,600680,81678916,2361882,1210386,79247974,82820242,FALSE
810384820,13812,4,2016,Greater Gallatin United Way,Community Development,United Ways,United Ways,1406049,522023,884026,600877,1359592,502456,28131,1890179,112762,74852,1624281,1811895,FALSE
411379021,11371,4,2016,Greater Minneapolis Crisis Nursery,Human Services,"Youth Development, Shelter, and Crisis Services","Homes, Shelters, & Crisis Services",3660349,313089,3347260,3347260,3534116,0,-181272,3352844,341748,385273,2598280,3325301,FALSE
251420599,3779,4,2016,Greater Pittsburgh Community Food Bank,Human Services,"Food Banks, Food Pantries, and Food Distribution","Food Banks, Food Pantries, and Food Distribution",16915201,1966653,14948548,14948548,43503633,3041215,41676,46586524,1050957,1497214,42494472,45042643,FALSE
411973442,4660,4,2015,Greater Twin Cities United Way,Community Development,United Ways,United Ways,158666636,13706064,144960572,115615298,95446399,108645,3000972,98556016,9091164,3438063,83198972,95728199,FALSE
810414042,8187,4,2016,Greater Yellowstone Coalition,Environment,Environmental Protection and Conservation,Natural Resource Conservation,10874417,2016228,8858189,6878103,2668428,367432,141731,3177591,120739,238302,2606792,2965833,FALSE
521660746,6632,3,2016,Green America,Environment,Environmental Protection and Conservation,Multipurpose Environmental Programs,1841826,594030,1247796,1247796,3539624,212683,70047,3822354,361541,118909,3268335,3748785,FALSE
232687791,6830,2,2016,Green Corps,Environment,Environmental Protection and Conservation,Multipurpose Environmental Programs,4745245,340840,4404405,4404405,646672,730425,11279,1388376,97199,177072,783483,1057754,FALSE
941676747,5796,3,2015,Greenbelt Alliance,Environment,Environmental Protection and Conservation,Law & Policy,3227230,144915,3082315,2024933,2185521,175850,254943,2616314,251055,262254,1644660,2157969,FALSE
930467412,7607,4,2016,"Greenhill Humane Society, SPCA",Animals,"Animal Rights, Welfare, and Services",Humane Societies/SPCA's,2386922,139435,2247487,2247487,2127688,821258,140314,3089260,239567,141734,1812788,2194089,FALSE
